0,309,395,371
101,317,385,371
201,310,395,367
303,311,393,367
404,304,390,365
504,309,391,368
606,302,375,368
707,318,396,371
807,306,389,366
909,320,397,372
1010,309,395,364
1111,315,390,372
1212,325,415,370
1313,309,392,366
1414,316,399,367
1515,305,394,358
1616,323,398,377
1717,310,392,368
1818,318,391,373
1920,308,397,358
2021,311,386,376
2121,306,396,361
2223,312,385,377
2324,316,400,364
2424,305,392,362
2526,322,392,381
2627,306,396,354
2728,308,387,371
2829,309,392,363
2930,310,397,363
3032,307,394,362
3132,318,399,366
3233,317,388,376
3335,314,403,361
3435,310,386,376
3536,314,394,365
3638,318,400,368
3739,307,391,365
3840,307,397,355
3941,318,393,378
4042,312,397,369
4143,310,393,368
4244,312,393,370
4345,314,389,374
4447,314,393,366
4547,307,395,365
4648,309,397,356
4750,314,392,371
4850,311,398,361
4952,307,382,372
5053,309,405,355
5154,312,394,368
5255,308,393,358
5356,312,393,371
5457,308,389,367
5558,318,394,369
5659,309,394,362
5761,318,396,373
5861,309,395,362
5962,308,386,372
6064,318,399,368
6165,311,393,368
6265,322,407,366
6367,313,393,368
6468,318,393,371
6568,314,390,370
6670,318,397,370
6771,306,391,362
6873,329,402,374
6973,310,390,370
7074,330,403,378
7176,310,393,368
7276,323,396,372
7377,314,391,377
7479,314,398,365
7580,314,400,360
7681,313,395,367
7782,321,403,368
7883,314,388,379
7984,319,404,359
8085,314,394,370
8186,312,394,360
8287,327,399,374
8388,313,387,371
8489,318,396,370
8591,314,394,366
8691,314,392,371
8793,315,401,368
8894,314,391,371
8994,309,380,372
9096,310,398,371
9197,317,396,371
9298,314,393,368
9399,315,391,373
9500,305,396,362
9602,324,405,382
9702,312,396,366
9803,314,396,367
9905,321,391,382
10006,307,390,365
10106,311,387,373
10208,309,392,368
10309,312,388,373
10411,315,394,373
10511,309,393,362
10612,304,385,362
10714,311,392,371
10815,312,394,363
10915,314,395,371
11017,300,386,363
11118,311,394,366
11219,313,388,372
11320,315,396,366
11421,309,396,363
11523,310,391,367
11624,317,395,373
11724,313,392,369
11826,313,393,368
11927,314,387,375
12028,318,403,367
12129,309,386,374
12230,332,421,366
12332,311,386,376
12433,311,397,357
12533,318,396,371
12635,317,387,381
12736,310,391,375
12837,311,391,370
12938,312,394,371
13039,313,386,378
13140,315,394,373
13242,315,388,376
13342,311,399,373
13444,312,396,380
13545,310,397,372
13646,313,383,370
13747,307,390,372
1
