0,310,384,380
101,314,402,360
201,308,389,366
303,315,397,364
404,305,392,358
504,311,390,367
606,304,394,357
707,308,388,370
807,310,394,362
909,312,397,358
1009,303,383,363
1111,309,396,353
1212,327,400,377
1313,300,392,354
1414,313,395,362
1515,310,396,358
1616,303,392,351
1717,305,396,354
1818,316,402,357
1920,305,393,362
2021,303,390,360
2121,305,391,362
2223,323,404,368
2324,306,394,362
2424,309,391,366
2526,315,406,369
2627,294,391,365
2728,314,404,351
2829,333,345,374
2930,308,395,342
3032,305,395,355
3132,307,398,356
3233,303,395,358
3335,315,396,362
3435,306,390,363
3536,323,408,359
3638,304,394,357
3739,301,385,364
3840,325,416,363
3941,306,394,358
4042,317,396,365
4143,303,391,361
4244,321,402,371
4345,305,391,362
4447,319,398,368
4547,303,388,362
4648,307,393,363
4750,302,390,360
4850,321,403,373
4952,305,388,365
5053,315,396,365
5154,310,385,378
5255,313,405,355
5356,311,403,354
5457,307,393,360
5558,315,402,357
5659,303,390,360
5761,316,389,377
5861,296,391,347
5962,309,392,366
6064,310,399,355
6165,298,384,359
6265,322,371,352
6367,307,396,357
6468,302,396,349
6568,314,409,354
6670,305,395,356
6771,301,400,358
6873,309,394,360
6973,305,395,359
7074,307,383,376
7176,309,400,356
7276,302,384,368
7377,308,393,360
7479,295,392,363
7580,306,396,348
7681,309,394,363
7782,302,389,359
7883,309,393,363
7984,303,394,359
8085,304,388,366
8186,308,396,360
8287,304,391,357
8388,305,392,360
8489,306,394,359
8591,302,392,357
8691,309,396,352
8793,305,399,362
8894,300,388,359
8994,306,394,358
9096,302,388,360
9197,311,398,361
9298,301,392,353
9399,314,402,359
9500,300,391,358
9602,317,399,370
9702,301,390,356
9803,317,402,364
9905,298,390,351
10005,318,409,362
10106,301,390,356
10208,304,393,358
10309,297,384,358
10411,304,393,342
10511,314,387,381
10612,301,390,360
10714,312,405,365
10815,300,391,356
10915,301,393,354
11017,300,405,371
11118,303,406,358
11219,302,376,364
11320,291,391,351
11421,296,385,359
11523,295,388,354
11624,296,386,357
11724,297,387,356
