ÿ0,315,395,367
101,315,396,366
201,316,395,367
303,318,395,367
404,312,393,367
504,321,395,372
606,313,394,369
707,327,396,375
807,311,394,364
909,319,397,364
1009,303,383,367
1111,319,397,369
1212,308,392,367
1313,319,396,372
1414,314,399,362
1515,317,396,371
1616,312,395,364
1717,329,397,378
1818,310,399,359
1920,334,399,388
2021,302,396,353
2121,341,405,384
2223,318,406,364
2324,313,387,374
2424,307,397,358
2526,329,401,377
2627,324,402,366
2728,315,396,373
2829,318,397,363
2930,328,395,376
3032,316,386,381
3132,323,398,372
3233,304,386,369
3335,307,402,352
3435,336,395,385
3536,307,388,366
3638,327,396,378
3739,316,395,370
3840,317,395,368
3941,336,395,382
4042,313,394,362
4143,326,377,368
4244,315,398,364
4345,315,398,369
4447,310,385,373
4547,308,391,364
4648,330,393,378
4750,344,418,381
4850,313,386,371
4952,323,396,369
5053,316,395,371
5154,315,406,363
5255,335,399,375
5356,319,395,371
5457,318,407,365
5558,324,395,374
5659,315,395,362
5761,338,403,373
5861,312,399,361
5962,312,401,362
6064,309,386,381
6165,315,402,362
6265,305,392,370
6367,312,388,384
6468,324,389,378
6568,303,394,361
6670,319,389,371
6771,321,397,373
6873,294,376,379
6973,336,409,367
7074,283,361,369
7176,320,394,372
7276,305,387,366
7377,327,409,373
7479,294,377,369
7580,315,402,362
7681,310,390,362
7782,313,386,376
7883,309,394,364
7984,319,391,373
8085,304,388,367
8186,324,396,372
8287,310,394,365
8388,317,391,372
8489,302,387,366
8591,312,392,372
8691,320,397,368
8793,306,380,376
8894,316,405,368
8994,305,383,374
9096,302,384,368
9197,330,401,370
9298,311,397,360
9399,317,376,382
9500,326,399,367
9602,308,396,363
9702,320,397,374
9803,308,391,368
9905,306,401,365
10006,339,403,375
