0,315,393,371
101,315,393,371
201,315,393,371
303,316,393,370
404,311,388,372
504,322,403,368
606,311,390,369
707,327,400,379
807,312,386,376
909,321,393,372
1009,310,389,369
1111,319,397,371
1212,308,391,367
1313,328,401,373
1414,316,388,380
1515,302,397,352
1616,309,392,367
1717,328,401,373
1818,308,399,358
1920,320,385,386
2021,310,399,360
2121,305,378,378
2223,321,394,370
2324,305,386,366
2424,324,398,368
2526,303,391,357
2627,324,405,363
2728,310,391,368
2829,304,390,361
2930,329,400,385
3032,309,395,358
3132,319,400,366
3233,321,389,380
3335,320,395,370
3435,316,390,370
3536,310,395,370
3638,316,401,358
3739,327,395,379
3840,316,398,367
3941,311,390,368
4042,331,400,374
4143,311,392,363
4244,337,409,373
4345,310,392,362
4447,318,398,373
4547,315,389,373
4648,321,403,367
4750,308,390,374
4850,319,413,360
4952,322,408,400
5053,304,388,361
5154,340,410,372
5255,308,391,369
5356,324,403,369
5457,314,396,359
5558,300,389,367
5659,317,394,369
5761,312,396,365
5861,316,396,368
5962,314,396,366
6064,317,414,357
6165,310,391,369
6265,306,388,364
6367,333,405,368
6468,310,394,365
6568,319,395,366
6670,311,394,366
6771,324,396,372
6873,319,385,389
6973,318,399,368
7074,320,402,362
7176,299,384,363
7276,335,414,359
7377,314,387,380
7479,325,390,366
7579,295,398,348
7681,314,392,374
7782,313,398,368
7883,302,378,370
7984,328,402,371
8085,303,387,365
8186,317,398,371
8287,314,388,373
8388,301,385,363
8489,315,405,364
8591,305,386,371
8691,307,406,358
8793,317,393,373
8894,305,387,367
8994,319,401,365
9096,307,387,370
9197,317,397,366
9298,303,388,366
9399,311,390,368
9500,307,394,363
9602,302,384,368
9702,310,392,365
9803,302,389,363
9905,321,400,366
10005,302,384,368
10106,321,400,361
10208,301,385,369
10309,308,389,366
10409,299,384,367
10511,304,391,362
10612,307,384,370
10714,316,415,345
10814,304,380,374
10915,331,389,369
11017,297,393,355
11118,304,391,360
11219,297,395,354
11320,305,385,377
11421,292,396,356
11523,303,366,385
11624,
