0,305,388,367
101,312,393,368
201,312,397,363
303,305,382,375
404,316,398,366
504,314,394,373
606,307,396,360
707,310,382,385
807,314,395,371
909,304,384,366
1010,323,397,367
1111,308,390,368
1212,319,400,365
1313,314,396,365
1414,306,391,368
1515,321,402,364
1616,318,383,391
1717,306,403,350
1818,313,391,374
1920,315,398,366
2021,307,382,367
2121,315,396,365
2223,316,396,364
2324,298,382,364
2424,321,395,373
2526,311,388,370
2627,320,396,371
2728,322,392,384
2829,302,392,358
2930,329,398,371
3032,327,404,368
3132,301,391,362
3233,323,406,362
3335,308,410,390
3436,304,388,364
3536,331,399,376
3638,301,385,364
3739,319,398,366
3840,305,394,363
3941,302,385,375
4042,317,409,368
4143,298,369,363
4244,315,398,366
4345,309,389,369
4447,310,392,370
4547,313,392,369
4648,301,388,365
4750,324,396,377
4850,302,393,358
4952,322,396,370
5053,307,386,383
5154,304,399,353
5255,316,389,378
5356,314,384,370
5457,319,392,371
5558,305,384,365
5659,299,393,362
5761,321,387,389
5861,300,399,349
5962,317,397,368
6064,305,391,360
6165,322,405,366
6265,308,391,368
6367,315,403,353
6468,303,393,356
6568,315,385,384
6670,308,396,355
6771,309,387,377
6873,315,400,364
6973,295,388,373
7074,313,395,357
7176,312,394,368
7276,308,394,361
7377,316,394,372
7479,312,397,361
7580,306,386,370
7681,310,394,367
7782,306,387,371
7883,313,395,365
7984,306,392,366
8085,314,394,365
8186,309,385,371
8287,314,395,361
8388,304,389,365
8489,308,408,366
8591,306,392,368
8691,302,400,362
8793,310,388,372
8894,303,396,360
8994,311,395,361
9096,304,379,371
9197,299,392,354
9298,320,397,369
9399,315,394,368
