0,311,393,367
101,311,393,366
201,311,393,367
303,312,393,368
404,312,393,367
504,310,391,363
606,303,391,362
707,310,397,367
807,309,392,368
909,317,393,372
1010,305,392,359
1111,316,391,371
1212,310,396,359
1313,305,385,368
1414,317,404,371
1515,308,394,363
1616,314,403,364
1717,309,393,365
1818,324,394,383
1920,310,394,365
2021,322,394,371
2121,305,396,354
2223,321,394,375
2324,305,397,356
2424,301,384,370
2526,319,395,366
2627,303,390,358
2728,330,403,369
2829,306,396,358
2930,323,392,375
3032,315,393,367
3132,312,394,360
3233,314,388,377
3335,310,398,356
3435,332,390,389
3536,306,391,361
3638,321,398,371
3739,313,396,365
3840,311,390,374
3941,315,400,358
4042,320,393,381
4143,319,395,363
4244,307,392,362
4345,316,394,368
4447,305,392,362
4547,311,396,364
4648,322,400,377
4750,327,409,369
4850,306,388,377
4952,323,427,361
5053,324,385,398
5154,310,394,358
5255,328,386,389
5356,303,391,363
5457,328,408,378
5558,311,397,362
5659,300,384,363
5761,315,393,369
5861,310,394,365
5962,321,395,372
6064,311,393,367
6165,305,393,365
6265,334,407,368
6367,305,384,364
6468,316,394,366
6568,306,390,363
6670,307,403,344
6771,310,379,385
6873,317,407,361
6973,308,391,369
7074,321,401,364
7176,287,394,346
7276,323,391,377
7377,306,396,347
7479,320,391,380
7580,307,391,361
7681,315,394,368
7782,301,383,372
7883,328,410,368
7984,303,384,368
8085,321,390,366
8186,319,392,376
8287,302,394,361
8388,320,406,369
8489,300,389,368
8591,306,397,352
8691,318,404,370
8793,302,385,369
8894,309,395,366
8994,309,385,378
9096,309,392,368
9197,311,391,370
9298,313,393,364
9399,311,387,372
9500,312,393,364
9602,305,390,362
9702,316,399,367
9803,306,391,365
9905,315,392,369
10005,309,389,369
10106,298,390,363
10208,308,382,379
10309,297,388,360
10411,315,392,372
10511,313,405,357
10612,312,381,376
10714,306,391,367
10815,312,397,366
10915,315,388,376
11017,300,380,365
11118,337,403,375
11219,315,384,387
11320,302,393,355
11421,295,410,378
11523,316,364,379
11624,
