0,314,393,369
101,315,393,369
201,314,394,369
303,315,393,369
404,315,393,370
504,313,392,367
606,310,393,367
707,311,391,367
807,310,386,369
909,316,396,368
1009,308,389,369
1111,315,396,369
1212,309,386,373
1313,325,404,370
1414,311,393,371
1515,318,400,366
1616,309,396,364
1717,321,396,376
1818,313,394,369
1920,309,397,357
2021,312,389,372
2121,328,397,373
2223,310,392,367
2324,324,400,369
2424,305,393,360
2526,313,387,377
2627,309,397,359
2728,318,387,372
2829,316,395,368
2930,313,395,360
3032,313,381,380
3132,311,398,357
3233,329,402,372
3335,314,385,379
3435,319,394,370
3536,320,400,365
3638,315,389,373
3739,316,399,363
3840,324,392,377
3941,321,395,368
4042,310,391,366
4143,321,394,371
4244,313,394,368
4345,318,395,368
4447,315,392,370
4547,317,394,372
4648,320,396,368
4750,304,395,372
4850,318,400,365
4952,302,409,393
5053,307,392,363
5154,327,396,380
5255,308,394,363
5356,324,392,377
5457,319,398,371
5558,310,393,367
5659,324,398,371
5761,312,392,366
5861,334,400,374
5962,312,392,369
6064,327,399,370
6165,314,392,372
6265,323,396,372
6367,309,390,364
6468,330,401,372
6568,312,393,369
6670,325,397,374
6771,312,395,367
6873,319,396,367
6973,318,383,380
7074,320,395,368
7176,308,388,369
7276,326,401,372
7377,316,389,380
7479,299,406,360
7580,320,397,365
7681,318,394,369
7782,333,401,378
7883,315,388,376
7984,319,393,370
8085,308,388,370
8186,326,408,376
8287,322,392,377
8388,309,391,369
8489,321,393,374
8591,318,387,383
8691,303,399,367
8793,320,395,368
8894,308,388,376
8994,308,395,359
9096,320,392,374
9197,311,393,371
9298,322,397,374
9399,313,394,369
9500,321,391,375
9602,327,417,365
9702,314,392,374
9803,314,392,371
9905,317,398,368
10005,315,394,370
10106,322,398,371
10208,311,394,369
10309,328,400,374
10409,313,391,370
10511,329,396,375
10612,313,392,373
10714,319,392,376
10815,311,392,369
10915,328,400,376
11017,317,390,374
11118,316,393,371
11219,320,403,370
11320,306,399,351
11421,329,381,386
11523,309,395,364
11624,322,392,375
11724,300,388,362
11826,320,393,375
11927,317,390,380
12028,323,397,384
12129,314,388,374
