0,321,395,373
101,321,396,372
201,321,395,371
303,320,395,370
404,322,396,372
504,320,396,371
606,316,412,371
707,304,442,402
807,321,392,375
909,315,396,366
1010,320,385,379
1111,332,405,372
1212,311,387,372
1313,326,397,370
1414,311,394,366
1515,330,393,378
1616,312,399,358
1717,328,402,371
1818,321,401,366
1920,312,392,368
2021,340,408,370
2121,317,395,362
2223,337,398,378
2324,322,383,388
2424,323,396,371
2526,325,404,365
2627,315,391,380
2728,320,403,363
2829,325,394,372
2930,328,398,370
3032,318,393,368
3132,316,397,363
3233,317,397,365
3335,323,394,377
3435,313,393,366
3536,321,394,374
3638,321,395,375
3739,324,399,371
3840,304,390,371
3941,319,407,359
4042,321,404,377
4143,306,390,364
4244,339,402,375
4345,314,396,363
4447,320,394,375
4547,319,396,370
4648,313,394,363
4750,335,406,372
4850,314,392,368
4952,317,398,371
5053,318,397,367
5153,307,382,369
5255,319,405,363
5356,313,389,372
5457,315,401,368
5558,297,380,364
5659,316,403,366
5761,312,392,370
5861,312,396,359
5962,315,391,374
6064,313,401,359
6165,312,384,382
6265,332,411,365
6367,315,392,370
6468,306,398,364
6568,328,403,369
6670,301,402,355
6771,319,394,385
6873,315,397,354
6973,326,400,380
7074,306,395,356
7176,330,401,376
7276,321,403,367
7377,311,397,370
7479,329,406,367
7579,313,389,373
7681,328,403,370
7782,321,398,376
7883,317,395,371
7984,311,402,358
8085,334,390,387
8186,311,395,364
8287,314,368,369
8388,321,392,378
8489,312,394,363
8591,312,389,374
8691,313,396,365
8793,313,389,374
8894,317,397,365
8994,312,389,372
9096,325,403,368
9197,308,391,367
9298,321,397,371
9399,312,394,364
9500,311,391,371
9602,314,395,363
9702,306,391,366
9803,308,391,363
9905,311,390,370
10005,309,393,365
10106,333,405,374
10208,309,392,366
10309,315,394,367
10409,312,391,371
10511,312,402,353
10612,322,392,380
10714,312,394,370
10814,314,393,373
10915,299,389,359
11017,318,397,368
11118,317,375,371
11219,312,396,368
11320,309,395,358
11421,312,384,378
11523,305,390,371
11624,296,389,366
11724,322,371
