ÿ0,310,392,367
101,310,392,367
201,310,392,367
303,310,392,368
404,310,392,367
504,311,395,367
606,309,389,370
707,318,394,373
807,305,385,371
909,318,393,371
1010,304,394,362
1111,334,406,383
1212,305,396,362
1313,328,403,374
1414,303,386,366
1515,318,399,368
1616,306,384,368
1717,302,392,356
1818,306,390,359
1920,316,395,371
2021,303,396,350
2121,328,395,378
2223,300,392,355
2324,319,396,376
2424,308,396,358
2526,307,387,371
2627,302,399,355
2728,307,381,375
2829,314,394,364
2930,302,391,357
3032,324,390,386
3132,298,399,345
3233,322,398,373
3335,309,389,367
3435,316,396,361
3536,307,388,367
3638,306,393,351
3739,316,389,383
3840,321,402,363
3941,298,383,363
4042,320,395,367
4143,307,392,366
4244,314,397,367
4345,306,396,356
4447,310,398,349
4547,312,396,364
4648,295,393,361
4750,301,432,365
4850,328,352,361
4952,305,395,352
5053,307,392,357
5154,321,398,368
5255,302,393,352
5356,317,399,366
5457,308,396,356
5558,306,391,362
5659,316,397,355
5761,301,388,355
5861,317,400,359
5962,304,392,358
6064,315,397,358
6165,309,394,366
6265,312,397,358
6367,308,394,363
6468,322,420,355
6568,305,392,361
6670,303,396,347
6771,308,380,378
6873,300,400,343
6973,310,390,371
7074,316,408,355
7176,299,385,361
7276,323,412,356
7377,308,388,378
7479,331,388,348
7579,317,395,368
7681,304,398,346
7782,321,405,367
7883,319,404,361
7984,290,389,372
8085,295,422,349
8186,313,398,366
8287,305,397,352
8388,316,388,370
8489,307,397,356
8591,315,394,376
8691,308,380,367
8793,307,394,364
8894,301,390,364
8994,300,394,345
9096,310,394,363
9197,307,395,353
9298,304,394,354
9399,307,386,369
9500,307,403,361
9602,303,385,368
9702,313,396,355
9803,304,387,363
9905,318,407,359
10005,301,393,353
10106,310,395,362
10208,301,395,352
10309,303,388,360
10409,310,395,356
10511,305,390,362
10612,316,395,365
10714,304,390,363
10815,312,396,356
10915,306,388,366
11017,301,395,354
11118,306,391,364
11219,308,410,362
11320,299,377,375
11421,319,416,331
11523,312,387,380
11624,311,391,372
11724,305,388,364
11826,322,406,367
11927,327,359,374
12028,3
