þ0,319,394,371
101,319,394,371
201,319,395,371
303,319,394,371
404,329,407,368
504,310,394,365
606,323,397,372
707,318,395,371
807,328,394,378
909,316,394,370
1009,321,395,369
1111,314,393,369
1212,325,400,370
1313,313,390,373
1414,323,397,373
1515,315,390,371
1616,319,398,362
1717,315,393,371
1818,323,396,371
1920,313,399,363
2021,332,396,384
2121,310,396,361
2223,319,387,381
2324,334,406,373
2424,316,392,370
2526,323,397,367
2627,311,396,363
2728,326,403,367
2829,323,401,367
2930,316,393,372
3032,318,403,361
3132,339,396,380
3233,311,397,360
3335,320,396,372
3435,319,395,369
3536,319,393,366
3638,306,390,374
3739,344,388,390
3840,323,394,370
3941,307,387,370
4042,325,394,374
4143,317,391,373
4244,326,400,371
4345,317,395,370
4447,319,399,372
4547,330,391,380
4648,318,399,367
4750,302,397,374
4850,320,400,362
4952,333,362,376
5053,308,391,365
5154,317,390,373
5255,314,395,365
5356,308,383,376
5457,319,394,369
5558,310,391,365
5659,319,392,374
5761,317,398,367
5861,296,371,376
5962,320,410,363
6064,317,394,368
6165,319,394,372
6265,320,390,377
6367,321,395,371
6468,313,394,368
6568,324,397,372
6670,315,390,373
6771,319,392,375
6873,312,394,365
6973,323,394,375
7074,312,392,369
7176,333,400,376
7276,311,394,368
7377,321,401,367
7479,313,391,369
7579,304,383,374
7681,320,405,370
7782,307,397,358
7883,322,399,379
7984,309,394,361
8085,318,390,376
8186,317,394,369
8287,321,396,366
8388,307,383,378
8489,327,400,372
8591,316,389,379
8691,315,401,363
8793,317,393,373
8894,318,386,383
8994,303,393,369
9096,321,394,374
9197,312,390,375
9298,315,396,364
9399,319,393,373
9500,310,391,368
9602,316,386,376
9702,315,394,373
9803,313,393,362
9905,316,393,374
10005,321,393,369
10106,318,388,377
10208,322,400,375
10309,312,392,367
10409,313,386,375
10511,328,411,370
10612,316,390,375
10714,320,397,368
10814,313,394,367
10915,315,393,372
11017,319,393,376
11118,314,392,373
11219,319,393,370
11320,317,386,380
11421,313,393,373
11523,313,386,378
11624,328,414,370
11724,313,384,380
11826,309,402,358
11927,321,386,376
12028,320,389,379
12129,316,392,376
12230,301,386,367
12332,320,394,376
12433,326,386,387
12533,317,392,369
12635,318,391,37
