0,313,392,371
101,313,392,371
201,313,392,371
303,313,392,371
404,314,393,371
504,316,398,372
606,303,389,365
707,318,396,371
807,312,392,370
909,318,393,374
1009,309,393,367
1111,320,394,371
1212,309,391,368
1313,321,399,372
1414,308,390,368
1515,320,399,370
1616,315,391,375
1717,309,381,365
1818,321,394,383
1920,313,392,371
2021,320,397,373
2121,313,392,365
2223,318,393,374
2324,305,393,362
2424,321,394,376
2526,314,397,373
2627,309,389,368
2728,325,394,380
2829,315,385,384
2930,315,396,367
3032,315,392,367
3132,306,391,364
3233,319,394,373
3335,316,388,374
3435,309,401,356
3536,314,386,384
3638,313,393,367
3739,321,400,366
3840,310,386,376
3941,314,398,362
4042,321,390,380
4143,319,393,370
4244,307,388,369
4345,319,393,376
4447,312,390,371
4547,321,397,371
4648,314,395,370
4750,312,398,367
4850,317,392,375
4952,315,397,367
5053,301,389,373
5154,315,399,360
5255,308,400,378
5356,308,391,366
5457,313,389,373
5558,306,390,365
5659,312,386,377
5761,316,396,366
5861,307,391,368
5962,312,387,374
6064,315,393,370
6165,311,392,369
6265,318,394,369
6367,311,389,370
6468,318,394,371
6568,311,390,372
6670,317,392,374
6771,309,389,368
6873,312,392,371
6973,309,390,368
7074,313,389,375
7176,309,393,365
7276,313,387,379
7377,310,397,365
7479,311,384,379
7580,313,391,370
7681,310,388,371
7782,310,396,370
7883,318,385,387
7984,296,401,356
8085,316,395,366
8186,314,394,368
8287,323,393,376
8388,309,390,368
8489,318,396,369
8591,313,394,367
8691,303,385,369
8793,319,398,372
8894,309,386,374
8994,318,398,368
9096,319,389,379
9197,312,392,370
9298,311,392,368
9399,324,396,378
9500,308,391,367
9602,312,378,376
9702,315,390,379
9803,313,393,372
9905,312,388,373
10005,315,392,369
10106,309,392,370
10208,320,392,378
10309,310,389,368
10411,307,389,374
10511,314,390,374
10612,314,392,365
10714,313,392,368
10815,314,389,375
10915,309,392,368
11017,312,388,376
11118,316,393,369
11219,311,390,370
11320,318,394,372
11421,310,389,370
11523,324,397,374
11624,310,392,368
11724,320,400,372
11826,312,387,372
11927,317,398,368
12028,313,397,366
12129,315,390,377
12230,308,393,353
12332,326,387,384
12433,312,391,371
12533,319,387,381
12635,315,393,380
12736,310,392,368
12837,318,392,373
12938,316,390,379
13039,315,401,370
13140,312,397,374
13242,310,390,372
1334
